"word","count"
"exception","2"
"cancel","2"
"Delete","4"
"Ramas","1"
"reuse","1"
"functions","1"
"upload","1"
"Memory","1"
"your","1"
"isExpertClean","1"
"branch","4"
"without","1"
"setting","2"
"properly","1"
"these","15"
"Sure","1"
"DFU","1"
"Pass","2"
"would","1"
"xml","4"
"understanding","4"
"because","4"
"moving","1"
"assigning","1"
"ProgressReportProcessorTestkt","1"
"onBackPressed","1"
"topFragment","1"
"upgrade","5"
"Implement","1"
"SCANERROR","1"
"appStateOrionKilledToBackground","1"
"triggers","1"
"analysis","1"
"version","8"
"click","2"
"lint","1"
"contains","3"
"folder","3"
"charger","1"
"size","4"
"util","2"
"left","1"
"HUNDRED","1"
"unused","8"
"happening","2"
"returns","3"
"UserAgreementLink","1"
"Where","3"
"much","3"
"object","1"
"appropriate","1"
"resetFWUpdateNotificationPreferences","1"
"BH","1"
"Similarly","1"
"I","9"
"utility","2"
"immediately","1"
"M","1"
"example","2"
"The","4"
"result","1"
"As","11"
"same","11"
"BrushHeadListener","1"
"viewgroup","1"
"after","8"
"Based","2"
"resolved","7"
"annotation","1"
"a","45"
"b","1"
"alignments","1"
"loops","1"
"the","203"
"p","1"
"adapterView","1"
"destroyed","1"
"s","1"
"ProductsConfiguration","1"
"Delta","1"
"u","1"
"TestCase","1"
"x","1"
"Foreground","1"
"days","1"
"y","1"
"postCurrentBleStatus","1"
"scout","1"
"Interface","1"
"DB","2"
"register","1"
"discuss","6"
"standard","2"
"Add","5"
"ProductConfiguration","1"
"correct","1"
"moved","4"
"Junit","5"
"resultDate","1"
"Its","4"
"IntegrationShanghai","1"
"good","1"
"empty","1"
"analytics","7"
"getStringResourceInEnglish","1"
"reproduce","1"
"wise","1"
"helper","1"
"Test","3"
"reactnativegesturehandle","1"
"UtilityAppContextgetContext","2"
"isSessionDataPriorThreshold","2"
"others","1"
"add","25"
"Validation","1"
"area","1"
"tracing","1"
"testers","1"
"Dead","4"
"need","17"
"Approved","1"
"its","6"
"check","65"
"Do","15"
"list","3"
"consent","10"
"users","1"
"tests","2"
"getModeValueForAnalytics","1"
"alignment","10"
"getModeValue","1"
"useful","1"
"child","1"
"trust","1"
"private","5"
"OnboardingMyPrivacyFragmentjava","1"
"searching","2"
"UpgradeFileDownloadTaskListener","1"
"PathSelectorFragment","1"
"medium","2"
"compareVersions","1"
"interface","2"
"remove","54"
"fetchFirst","1"
"isLivaBrushingSupported","1"
"skipped","1"
"duplicated","2"
"Refer","1"
"Ex","1"
"Discussed","1"
"getInsuranceName","1"
"intentionally","2"
"flows","1"
"provider","1"
"Mouth","1"
"scope","1"
"corektx","1"
"hard","3"
"lines","11"
"recycler","1"
"TongueClean","1"
"fails","3"
"live","1"
"headers","2"
"Return","1"
"helpText","2"
"ticket","1"
"multiple","3"
"perform","1"
"ACCESSCOARSELOCATION","1"
"Fortify","1"
"expose","1"
"isLivebrushingSupported","1"
"Allow","1"
"better","4"
"with","36"
"TuscanyUtilscheckPrivacyNotice","1"
"Club","1"
"there","14"
"well","3"
"Previous","4"
"handling","2"
"happens","1"
"taking","2"
"HK","1"
"called","5"
"release","2"
"channel","1"
"HP","1"
"ProductRecommendations","1"
"onAnimationEnd","1"
"onOnBoardingQuestionsLoaded","1"
"UPG","1"
"braces","1"
"number","1"
"defect","2"
"RapidClickDetector","2"
"block","3"
"per","2"
"write","3"
"flow","3"
"baseFragmentgetActiveTabFragment","1"
"order","3"
"similar","3"
"getHandleImageSmall","1"
"testing","12"
"understand","3"
"IS","1"
"handle","8"
"confirmation","1"
"Json","2"
"script","1"
"rawSensorPacketListener","1"
"Just","2"
"ever","1"
"onDateSelectListener","1"
"connector","1"
"SonicareConsentManagerjava","1"
"integration","5"
"Bits","1"
"Callisto","1"
"FeatureProvider","1"
"If","19"
"Rinse","1"
"solutionJsonString","1"
"other","11"
"In","2"
"Is","8"
"It","10"
"functionality","3"
"login","3"
"optimise","3"
"URL","1"
"local","3"
"valid","2"
"native","1"
"updateUiState","1"
"Redundant","1"
"have","16"
"TYuscanyUtils","1"
"Dental","1"
"Reformat","1"
"accordingly","3"
"product","4"
"reminder","1"
"NUMITEMS","1"
"InvalidChargerInfoFragment","1"
"discussed","4"
"Text","2"
"Default","1"
"proceedLogoutSuccess","1"
"Wrong","2"
"removed","20"
"future","3"
"disable","1"
"stored","1"
"logic","20"
"SuppressWarningsdeprecation","1"
"All","2"
"TICS","1"
"DRS","1"
"arrow","1"
"UTF","17"
"DateFormatMEDIUM","1"
"screen","5"
"Rather","1"
"lets","1"
"body","1"
"reactivex","1"
"mode","2"
"onStart","1"
"optimize","1"
"etc","2"
"whether","4"
"Disabling","1"
"function","11"
"implemented","1"
"modified","2"
"Plus","1"
"verification","1"
"all","36"
"always","1"
"new","6"
"MO","3"
"read","1"
"comparison","1"
"already","6"
"below","8"
"toLowerCase","1"
"applicable","2"
"revert","8"
"ClickableSpan","1"
"Jenkins","1"
"conflicting","1"
"condition","19"
"Functionality","1"
"naming","1"
"try","1"
"grater","1"
"cause","2"
"respective","1"
"Any","2"
"Format","3"
"similarly","1"
"and","78"
"intended","1"
"OE","5"
"design","2"
"define","1"
"working","3"
"OK","1"
"commented","13"
"possibility","2"
"Optimize","4"
"Invalid","2"
"declared","1"
"No","2186"
"comments","10"
"buttons","1"
"Refactor","1"
"specific","1"
"any","9"
"intuitive","1"
"Analytics","1"
"arrayxml","1"
"suggested","2"
"ScrollView","1"
"application","1"
"stable","1"
"Alarm","2"
"Looks","2"
"TuscanyConstants","9"
"until","2"
"renamed","1"
"PO","1"
"plz","4"
"teaser","1"
"On","1"
"App","1"
"reason","1"
"PR","6"
"supportScanFilter","1"
"java","2"
"tagged","1"
"Validate","1"
"merge","4"
"english","1"
"let","1"
"api","4"
"state","3"
"defined","2"
"app","8"
"merging","4"
"using","8"
"Utiljava","1"
"Readability","3"
"expected","2"
"want","2"
"readablility","1"
"Make","6"
"momentTimeStamp","1"
"Code","10"
"demand","2"
"Tuscany","2"
"Onboarding","1"
"RC","3"
"Are","1"
"creating","2"
"difference","1"
"complexity","1"
"Started","1"
"OSLO","3"
"Should","2"
"another","2"
"document","1"
"automatically","1"
"guarantee","1"
"recommend","1"
"giving","1"
"two","4"
"matching","2"
"anyway","1"
"SD","1"
"BLEConnectionActivitythis","1"
"default","1"
"found","1"
"oslo","2"
"are","29"
"scenario","5"
"does","4"
"Ask","1"
"came","1"
"IsValidRingID","1"
"where","7"
"disabled","1"
"attach","2"
"mechanism","1"
"gives","1"
"latest","7"
"getApplication","1"
"think","6"
"enableConsent","1"
"refresh","1"
"Clarification","1"
"holder","1"
"team","2"
"suppress","7"
"Suppress","1"
"call","13"
"gradle","1"
"such","4"
"valuesitstringsxml","1"
"So","6"
"thing","1"
"Other","3"
"supported","3"
"through","1"
"Tongue","1"
"TW","1"
"dimen","1"
"lib","3"
"Once","1"
"cant","1"
"run","1"
"align","2"
"Manager","1"
"lifecycle","1"
"view","2"
"either","1"
"There","4"
"white","3"
"UI","5"
"continue","2"
"TuscanyUtilsisUserLogIngetContext","1"
"This","35"
"has","8"
"To","1"
"helpful","1"
"results","1"
"those","1"
"brush","5"
"given","11"
"SonicareConsentManager","1"
"might","4"
"duplicate","5"
"insurancename","1"
"FindBugs","1"
"Not","2"
"These","1"
"checks","2"
"converted","1"
"name","22"
"IDs","1"
"fixed","4"
"page","2"
"updated","4"
"full","3"
"memory","1"
"string","12"
"import","6"
"const","1"
"Yes","1"
"android","1"
"classes","2"
"show","2"
"Review","6"
"updates","1"
"button","3"
"not","68"
"now","7"
"ends","1"
"statement","2"
"hence","1"
"Santanu","1"
"postponed","2"
"enclose","1"
"convention","1"
"Others","1"
"green","1"
"breaks","1"
"yes","3"
"was","21"
"libraries","1"
"TIME","2"
"We","7"
"Put","2"
"Rename","4"
"way","1"
"generic","2"
"target","1"
"what","4"
"refer","1"
"subpress","1"
"getHSDPUUID","2"
"time","7"
"optimised","2"
"Important","1"
"deprecated","2"
"Break","1"
"ArrayUtilstoPrimitivecompletedSubSegmentsListtoArraynew","2"
"issues","1"
"when","6"
"required","40"
"put","6"
"logout","2"
"logged","4"
"options","1"
"catch","1"
"plan","2"
"case","17"
"give","1"
"Added","13"
"item","2"
"inapp","1"
"ArrayListToArrayUtilTestjava","1"
"provide","1"
"Hence","1"
"Deepa","1"
"reset","1"
"style","2"
"Always","1"
"care","2"
"Write","1"
"initialisation","2"
"Aimee","1"
"explicitly","1"
"log","13"
"formatted","1"
"Lots","1"
"methods","4"
"drawables","4"
"tabs","1"
"getProductUrl","2"
"androidTestassets","1"
"enabled","2"
"web","1"
"means","1"
"explore","1"
"brusing","1"
"more","3"
"deeplink","1"
"getDeviceToFilterConsent","1"
"handleUnknownState","1"
"Found","1"
"performed","2"
"wrong","5"
"ringidmodelid","1"
"fetch","2"
"organized","1"
"heads","3"
"Raise","1"
"before","12"
"replace","4"
"allignment","1"
"used","16"
"notification","1"
"hit","1"
"looks","4"
"shows","1"
"Like","1"
"shown","1"
"Introduce","1"
"zone","4"
"few","5"
"consider","1"
"inverted","1"
"day","2"
"group","1"
"Handled","1"
"otherwise","1"
"imports","2"
"package","3"
"visible","1"
"presenter","1"
"created","1"
"timing","3"
"Leak","1"
"format","4"
"Why","29"
"done","19"
"both","2"
"August","1"
"isLiveBrushingSupported","1"
"outside","1"
"effect","2"
"keep","7"
"isValidRingId","2"
"dpchannel","2"
"dont","2"
"MouthRins","1"
"request","2"
"devicespecific","1"
"BuildVERSIONCODESLOLLIPOP","1"
"Cross","2"
"values","2"
"part","3"
"why","7"
"isIMUSupported","1"
"point","2"
"Required","1"
"along","1"
"TestActivityjava","1"
"Will","2"
"mentioned","5"
"authentication","1"
"move","12"
"amount","1"
"process","1"
"debug","1"
"original","1"
"assignment","1"
"titleactivitytest","1"
"clear","2"
"saw","1"
"ArrayUtilstoPrimitivefinalVisibleSubSegmentsIndexListtoArraynew","2"
"Only","2"
"also","5"
"Data","1"
"From","1"
"IOS","1"
"clean","1"
"posting","1"
"gets","1"
"duplication","11"
"Waiting","1"
"marking","1"
"Fix","10"
"build","6"
"TuscanyLog","1"
"ViewListeners","1"
"tongiueclean","1"
"further","1"
"refreshLoginSessionHandlerforcedLogut","1"
"user","11"
"You","5"
"parent","1"
"been","4"
"informationname","2"
"clickable","1"
"CDI","1"
"Product","1"
"iOS","2"
"Design","4"
"path","1"
"Otherwise","1"
"Define","1"
"fix","5"
"specialEvents","1"
"dev","1"
"Consent","2"
"updateUIState","1"
"Verify","1"
"RNGestureHandlerButtonViewManager","1"
"you","21"
"knowledge","1"
"addition","1"
"SessionManagerthis","2"
"happen","2"
"sure","1"
"preprocessing","2"
"pass","2"
"impact","4"
"preference","1"
"personal","2"
"Method","1"
"am","1"
"easy","2"
"an","1"
"tags","1"
"RCA","1"
"How","7"
"as","53"
"at","4"
"peace","1"
"assigned","1"
"sdk","1"
"formatting","1"
"relative","1"
"StandardCharsetsUTF","9"
"compare","1"
"be","59"
"fragmentOverride","1"
"dead","1"
"coding","2"
"how","1"
"productRecommendations","2"
"see","1"
"blocking","1"
"HandleInfoReaderjava","1"
"by","11"
"TestTuscanyApplicationActivityjava","1"
"getSessionForCloudUpload","1"
"indicate","1"
"onDraw","1"
"override","1"
"StringvalueOfamnt","1"
"Did","1"
"Firebase","2"
"set","6"
"business","1"
"DDINTERNETERRORDIALOG","1"
"adobe","1"
"possible","3"
"right","2"
"firebase","1"
"GOT","1"
"Correct","2"
"compares","1"
"advantages","1"
"deleted","2"
"stage","1"
"returning","2"
"BuildVERSIONSDKINT","2"
"under","3"
"Osaka","1"
"currentState","1"
"config","1"
"did","2"
"font","1"
"putting","1"
"added","12"
"Dulce","1"
"listener","4"
"appcompat","1"
"language","2"
"do","9"
"OSAKA","3"
"down","2"
"launching","2"
"observe","1"
"hold","1"
"correctly","3"
"Need","8"
"BrushHeadUtils","3"
"later","2"
"adding","2"
"club","2"
"warning","9"
"info","1"
"digit","1"
"which","23"
"needs","7"
"Same","6"
"image","2"
"eg","1"
"static","2"
"test","17"
"For","9"
"take","3"
"never","2"
"OnvzDeepLinkHandler","2"
"piece","1"
"scrum","1"
"commenting","1"
"helps","1"
"confusion","2"
"httpstfsemeataphilipscomtfsTPCRegionPOHCgitTuscanyAndroidProductionpullrequestaoverview","1"
"onboarded","1"
"some","9"
"blank","1"
"Instead","3"
"additional","2"
"for","49"
"back","7"
"title","1"
"Brush","4"
"getDevice","1"
"With","1"
"miss","1"
"related","10"
"Retest","1"
"json","3"
"passed","3"
"class","16"
"just","6"
"marginpadding","1"
"spelling","2"
"merged","6"
"go","6"
"false","2"
"permission","1"
"parse","1"
"instanceof","1"
"hole","2"
"sendAnalyticsForPrompt","1"
"print","1"
"IntegationShanghai","1"
"Devicejava","1"
"regression","1"
"seperate","1"
"Param","1"
"setup","1"
"developer","1"
"avoid","6"
"iD","1"
"Good","1"
"showing","2"
"hardcoded","1"
"assign","4"
"very","1"
"placed","1"
"modes","1"
"triggered","1"
"recommendation","2"
"Developer","1"
"Remove","35"
"convert","3"
"tracking","4"
"doesnt","3"
"inactive","1"
"else","7"
"context","3"
"action","1"
"model","2"
"text","2"
"if","62"
"compareToIgnoreCase","2"
"reduce","1"
"init","2"
"Align","1"
"issue","9"
"in","106"
"dependency","3"
"is","113"
"it","80"
"sensitive","1"
"being","1"
"Recommendation","1"
"getBrushingModeOnRoutineNumber","1"
"insuranceid","1"
"opens","1"
"interval","2"
"inorder","1"
"status","1"
"become","1"
"template","3"
"server","1"
"May","2"
"onboard","1"
"dot","1"
"file","30"
"library","2"
"strings","6"
"sending","1"
"DefaultBLEConnectionStatusListener","1"
"bundle","1"
"together","1"
"side","6"
"listeners","1"
"may","12"
"break","2"
"could","2"
"Use","10"
"change","32"
"FilehelperreadFilefilepath","1"
"Tools","1"
"positive","1"
"trigger","1"
"Resolve","1"
"devicelist","1"
"CONFIGDOWNLOADTIMEOUT","1"
"places","5"
"hide","1"
"debuggable","1"
"CPD","1"
"able","1"
"reminding","1"
"complete","1"
"return","11"
"Locale","1"
"codes","1"
"negation","1"
"Products","1"
"auto","1"
"constant","5"
"use","28"
"isOsloAssociated","1"
"while","3"
"Unit","2"
"suffix","1"
"AlertDialogFragment","1"
"that","15"
"pSelect","1"
"solution","1"
"fine","1"
"Build","1"
"than","2"
"me","4"
"isRingIdSupported","1"
"NFR","1"
"different","10"
"TuscanyBLE","1"
"logs","2"
"selected","1"
"ADDataConsentFragmentViewjava","3"
"difficult","1"
"Stringformat","1"
"fill","2"
"my","1"
"entry","1"
"null","17"
"nd","2"
"background","1"
"true","9"
"updateTimetoLowerCase","1"
"consents","1"
"header","2"
"position","4"
"present","13"
"reverted","1"
"no","4"
"code","82"
"scores","1"
"bot","1"
"tuscany","1"
"Similar","1"
"Macau","1"
"delete","5"
"boy","1"
"switch","3"
"Clear","1"
"head","6"
"dialog","5"
"Directly","1"
"resetFirmwarePreference","1"
"Create","1"
"of","44"
"make","5"
"included","1"
"on","26"
"consumes","1"
"Changes","3"
"Comment","3"
"Integration","1"
"or","8"
"Comments","2182"
"PMD","1"
"raised","1"
"Error","1"
"control","1"
"thread","1"
"exactly","1"
"remobved","1"
"master","1"
"processed","2"
"popBackStack","1"
"CODE","3"
"IntegrationBranch","1"
"due","1"
"Completed","1"
"easier","2"
"API","38"
"Lets","6"
"Track","1"
"handler","1"
"Shantanu","1"
"BuildVERSIONCODESO","1"
"about","1"
"Naming","1"
"ADDataCoreDialogFragmentjava","1"
"observed","1"
"crash","2"
"cover","1"
"observer","1"
"emitteronNexttrue","2"
"meaning","2"
"utils","1"
"above","3"
"they","2"
"getBundleForDeviceOnBoardFlow","1"
"based","3"
"renaming","1"
"tuscanylog","1"
"module","1"
"myself","2"
"firebasePushNotificationRegistration","1"
"them","7"
"getBrushHeadTitleId","1"
"then","5"
"execute","1"
"getArgumentsgetStringcaretype","1"
"ViewOnClickListener","1"
"avoided","1"
"rd","1"
"recheck","1"
"processing","1"
"starting","1"
"conditions","4"
"device","6"
"shared","1"
"functional","1"
"components","1"
"access","2"
"activity","2"
"rx","1"
"Brushing","1"
"global","2"
"referring","1"
"into","1"
"current","1"
"so","9"
"CalendargetInstance","1"
"key","4"
"Context","1"
"calendar","2"
"st","2"
"Java","1"
"variables","4"
"baseFragment","1"
"necessary","1"
"manager","3"
"INVALIDSIGNATURE","1"
"Shanghai","1"
"one","4"
"Calendar","1"
"makes","1"
"checklist","3"
"launch","1"
"started","1"
"store","1"
"reviewer","1"
"many","3"
"single","3"
"SplashInsurancePresenterjava","1"
"confirm","1"
"pull","4"
"bug","1"
"Prev","2"
"SensorDataReceiver","1"
"refreshBrushingData","1"
"handled","14"
"After","3"
"shanghai","1"
"progress","1"
"isValidHandle","1"
"to","164"
"story","7"
"but","1"
"country","2"
"separate","5"
"available","2"
"rules","1"
"inside","7"
"brushing","3"
"SIGNATURE","1"
"Name","1"
"fragments","1"
"details","1"
"up","4"
"written","2"
"Stacj","1"
"Oslo","1"
"this","212"
"constructor","1"
"please","32"
"comphilipscdpohcutilityUtilityAppContext","1"
"replacing","1"
"finding","1"
"isChecked","1"
"Please","56"
"once","15"
"buildType","1"
"Checklist","2"
"ids","1"
"know","2"
"Static","1"
"conflict","1"
"changed","5"
"doing","2"
"countryproductsjson","1"
"refreshCb","1"
"idea","1"
"pending","1"
"changes","20"
"decompose","1"
"update","5"
"rule","1"
"Inside","1"
"privacy","1"
"purge","2"
"What","6"
"we","65"
"life","1"
"Nebraska","6"
"promptThis","1"
"OnSingleItemClickListener","1"
"common","2"
"param","1"
"China","2"
"missing","5"
"conflicts","2"
"funnels","1"
"WebAgreementLink","1"
"every","3"
"staging","3"
"stringxml","1"
"arrayListToPrimitiveInt","1"
"Replace","2"
"normal","2"
"cases","12"
"previous","1"
"again","4"
"navigating","1"
"uiVisibleState","1"
"layout","5"
"Integer","4"
"removal","2"
"Every","1"
"comment","9"
"passing","7"
"Handling","1"
"tested","1"
"Check","12"
"tester","1"
"react","1"
"uncomment","1"
"none","2"
"type","1"
"feedback","1"
"Give","2"
"problem","4"
"terms","1"
"review","8"
"enable","1"
"Deregister","1"
"BleConnectionInfoListener","1"
"Translate","1"
"dependent","1"
"between","1"
"val","1"
"still","1"
"method","33"
"Duplication","1"
"work","10"
"var","1"
"templet","1"
"TuscanyLogprintStackTrace","1"
"AnalyticsConstants","1"
"exist","4"
"fail","3"
"versions","2"
"logging","1"
"isca","1"
"specifier","2"
"isIMULockUISupported","1"
"tracked","1"
"isOfflineSessionSummary","2"
"ourselves","1"
"out","8"
"HandleAsset","1"
"across","1"
"leak","1"
"Descriptions","1"
"feature","4"
"get","10"
"verify","10"
"onboarding","1"
"Either","1"
"place","2"
"mouthrins","1"
"firmware","2"
"fontscentralesansbookttf","1"
"include","2"
"sting","2"
"lead","5"
"token","3"
"lots","1"
"help","1"
"Asked","1"
"When","2"
"rename","9"
"asset","2"
"first","4"
"span","2"
"date","1"
"argument","6"
"Done","1"
"data","5"
"Keep","5"
"own","1"
"openUrlInExternalBrowser","1"
"fewer","1"
"Sindu","1"
"space","4"
"HomeActivtiyViewModel","1"
"Dont","2"
"optimisation","1"
"hanged","1"
"assets","2"
"testresources","1"
"should","25"
"only","14"
"create","4"
"from","30"
"Resolved","19"
"tag","4"
"avoiding","1"
"featureProviders","1"
"resource","1"
"like","7"
"solutionSelectionLayout","1"
"continueClick","1"
"comparing","1"
"currentLocationPermissionResult","1"
"sent","1"
"Imp","1"
"Crashlytics","1"
"gdpr","1"
"Can","18"
"core","2"
"tabOrdinal","1"
"Revision","1"
"chances","1"
"Revert","21"
"safe","1"
"files","10"
"send","1"
"Both","1"
"GDPR","4"
"dismissing","1"
"here","29"
"Below","1"
"XButton","1"
"VisibleForTesting","1"
"User","1"
"ArrayListToArrayUtilTest","1"
"purpose","4"
"configuration","1"
"rejected","1"
"line","17"
"link","1"
"handleDrsDialogOnAppUpgrade","1"
"error","2"
"SonicareDialogTypeDRSOFFFORX","1"
"getActivitygetSupportFragmentManagerpopBackStackImmediate","1"
"developNo","1"
"can","58"
"trace","1"
"targeting","1"
"operations","1"
"public","3"
"Move","24"
"array","7"
"alarm","2"
"track","1"
"value","16"
"will","41"
"implementation","5"
"verified","1"
"match","2"
"ringId","1"
"resources","3"
"Change","5"
"instead","9"
"intent","1"
"observeForever","1"
"really","4"
"fragment","9"
"Convention","1"
"readability","1"
"performance","3"
"boolean","1"
"currently","1"
"Additional","2180"
"corresponding","4"
"Used","1"
"variable","12"
"Also","4"
"handlings","2"
"arguments","1"
"locations","1"
"Blackduck","1"
"gson","2"
"FINELOCATION","1"
